PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Emabarked
672,1,3,"Smith, Mrs. Minnie",female,,2,1,SC520892,13.61,F145,S
673,0,1,"Jones, Mr. Thomas",male,,0,3,SC563568,98.03,nan,S
674,1,3,"Smith, Miss Clara",female,,0,3,SC61706,0.0,nan,S
675,0,2,"Taylor, Mr. Joseph",male,,0,0,CA216342,12.88,B142,C
676,1,3,"Williams, Miss Emma",female,27.4,0,1,SOTON971644,13.36,nan,S
677,0,1,"Wilson, Mr. William",male,7.2,2,0,PC184094,142.57,nan,S
678,0,2,"Anderson, Mr. George",male,,0,0,833888,9.57,nan,S
679,0,3,"Thomas, Mr. Joseph",male,40.9,1,0,A/918297,16.42,B147,Q
680,0,3,"Wilson, Mr. George",male,,0,0,SC606196,0.6,nan,Q
681,0,3,"Wilson, Mr. John",male,51.3,0,3,PC438983,0.27,nan,S
682,1,2,"Brown, Miss Emma",female,,0,2,A/865384,20.57,nan,C
683,1,1,"Davis, Mrs. Mary",female,54.5,0,0,PC506465,147.91,nan,S
684,0,3,"Davis, Mr. Edward",male,,3,0,A/165857,7.15,nan,S
685,0,3,"Davis, Mr. William",male,,0,0,A/583964,18.51,nan,S
686,0,3,"Taylor, Mr. Thomas",male,,0,1,SOTON533661,2.19,nan,S
687,0,3,"White, Mr. John",male,14.5,0,0,SOTON187983,30.66,nan,S
688,0,2,"Anderson, Mr. Thomas",male,18.5,0,0,A/904571,27.68,nan,S
689,0,3,"Miller, Mr. Joseph",male,21.5,0,0,PC136772,0.0,nan,nan
690,0,1,"Harris, Rev. Joseph",male,22.6,1,0,145973,0.0,nan,C
691,0,2,"Jackson, Mr. Edward",male,,0,0,165500,15.17,nan,S
692,0,2,"Moore, Mr. Henry",male,,0,2,SOTON692047,0.79,nan,C
693,0,3,"Miller, Mr. Edward",male,,0,0,126074,21.43,nan,S
694,1,2,"Brown, Miss Minnie",female,,3,0,PC294996,44.6,nan,S
695,1,1,"Jackson, Mr. Henry",male,22.0,0,0,SC261346,181.7,nan,S
696,0,3,"Anderson, Mrs. Elizabeth",female,4.5,0,0,CA982706,,nan,S
697,0,2,"Miller, Mr. John",male,,0,3,CA179350,8.68,nan,S
698,0,3,"Brown, Mr. Charles",male,,0,0,A/293009,6.89,nan,C
699,1,1,"Miller, Mrs. Emma",female,,0,0,CA488045,176.9,nan,S
700,1,3,"Wilson, Miss Minnie",female,10.8,0,0,429737,11.98,C47,S
701,0,3,"Taylor, Miss Mary",female,,1,0,CA656056,0.0,nan,S
702,0,1,"Jones, Mr. Joseph",male,,0,0,CA197591,41.26,nan,S
703,0,2,"Miller, Mr. Thomas",male,,1,0,902321,0.0,nan,C
704,1,1,"Thomas, Miss Minnie",female,,0,0,SC19409,140.48,nan,S
705,1,1,"Anderson, Mr. William",male,,0,0,307677,184.68,nan,Q
706,0,3,"Jones, Mr. Thomas",male,,0,0,SOTON496741,16.57,nan,Q
707,0,2,"Davis, Mr. William",male,,0,0,PC791103,0.08,B32,S
708,0,3,"Taylor, Mr. William",male,33.7,1,0,617196,0.0,nan,S
709,1,2,"Miller, Miss Ida",female,47.8,0,0,A/51756,12.05,nan,C
710,0,3,"Thomas, Mr. George",male,40.3,0,1,SC684440,12.7,nan,Q
711,0,3,"Taylor, Mr. George",male,34.0,0,2,PC601635,34.48,nan,S
712,0,3,"Thomas, Mr. Charles",male,,5,0,448427,20.56,nan,C
713,0,3,"Moore, Mr. Edward",male,16.6,0,0,PC573381,29.9,nan,C
714,0,2,"Moore, Mr. John",male,,2,0,PC892856,8.51,nan,S
715,0,2,"Moore, Mr. George",male,31.3,0,0,A/185588,21.72,nan,nan
716,0,3,"Jones, Mr. Edward",male,,0,1,SOTON38487,14.29,F45,C
717,1,3,"Taylor, Mrs. Emma",female,,0,0,SOTON41849,15.6,nan,S
718,0,3,"Anderson, Mr. Robert",male,51.2,0,0,A/601688,2.67,G23,S
719,0,1,"Johnson, Mr. Charles",male,38.4,0,1,PC91930,210.27,nan,S
720,0,3,"Anderson, Miss Clara",female,,0,1,837131,10.74,nan,S
721,1,3,"White, Miss Mary",female,,2,0,PC877902,30.66,B141,S
722,1,1,"Davis, Mr. Joseph",male,16.7,1,0,CA407923,190.34,nan,C
723,0,1,"Jackson, Rev. John",male,,1,0,SC882455,36.8,C98,S
724,0,3,"Smith, Mr. Charles",male,33.6,0,0,A/808463,2.7,nan,S
725,1,3,"Moore, Mrs. Minnie",female,,0,2,SC892417,0.0,nan,S
726,0,3,"Anderson, Miss Anna",female,34.7,0,1,768839,25.98,nan,S
727,1,1,"Miller, Mrs. Alice",female,,1,1,A/968077,0.0,nan,nan
728,0,3,"Harris, Mr. Charles",male,3.3,2,0,PC244349,26.8,B15,S
729,1,1,"Davis, Miss Margaret",female,,0,1,PC512854,187.17,E87,S
730,1,1,"Anderson, Mr. John",male,,0,0,SC331827,70.81,nan,S
731,0,1,"Miller, Mr. Robert",male,,0,0,CA744708,90.21,nan,S
732,0,3,"Jones, Mr. James",male,,0,0,CA476521,11.28,nan,S
733,1,3,"Jones, Miss Elizabeth",female,11.3,0,0,446185,16.77,nan,Q
734,0,3,"Brown, Mr. William",male,,0,0,A/702916,26.68,nan,S
735,1,2,"Jackson, Miss Emma",female,,1,0,A/434099,6.01,nan,S
736,0,3,"Smith, Mr. Edward",male,,0,0,SOTON152944,5.83,nan,C
737,0,2,"Davis, Mr. Charles",male,,0,0,PC649207,32.45,nan,S
738,0,3,"Anderson, Rev. Edward",male,,4,0,PC754646,,B3,S
739,0,2,"Jackson, Mr. George",male,48.6,0,0,SOTON45537,18.06,D65,S
740,1,2,"Miller, Miss Clara",female,12.0,0,0,634542,1.4,nan,S
741,0,3,"Smith, Mr. Joseph",male,,0,1,CA935364,13.58,B17,C
742,1,2,"Williams, Miss Elizabeth",female,,0,0,SOTON424959,16.12,nan,Q
743,1,3,"Taylor, Mrs. Alice",female,,0,0,164277,7.75,nan,S
744,1,3,"Harris, Mrs. Alice",female,8.7,1,0,PC18645,31.45,nan,S
745,1,1,"Williams, Mr. George",male,,0,1,466075,62.75,nan,S
746,0,3,"Wilson, Mr. William",male,23.7,0,0,CA838166,26.1,A89,Q
747,0,2,"Moore, Mr. Robert",male,37.7,0,0,CA586202,44.28,nan,C
748,1,3,"Brown, Mrs. Minnie",female,46.8,0,0,A/878292,0.0,E59,S
749,0,3,"Johnson, Miss Alice",female,23.5,1,0,SOTON961850,42.82,nan,S
750,0,3,"Williams, Mr. Edward",male,,1,0,A/145051,12.3,nan,S
751,1,1,"Brown, Mrs. Elizabeth",female,46.2,0,0,CA381895,0.0,nan,S
752,0,3,"Johnson, Mr. James",male,3.8,1,0,SC663588,0.0,nan,S
753,0,3,"Harris, Mr. Charles",male,,0,0,SC121354,10.58,nan,S
754,0,2,"Thomas, Mr. George",male,,3,0,CA107500,32.79,nan,S
755,1,1,"Moore, Mrs. Clara",female,,0,0,SOTON596196,101.42,nan,Q
756,0,3,"Davis, Mr. Robert",male,22.9,3,0,PC246377,9.72,nan,Q
757,1,3,"Jackson, Mrs. Margaret",female,,1,0,PC553073,19.97,nan,S
758,1,3,"Jackson, Miss Ida",female,,0,0,345901,8.74,nan,S
759,1,3,"Anderson, Miss Bertha",female,,0,0,A/886922,0.0,nan,C
760,0,3,"Taylor, Mr. Joseph",male,,4,0,739761,11.36,nan,S
761,0,1,"Brown, Mr. Robert",male,,1,1,SC897200,43.61,nan,S
762,0,2,"Williams, Mr. Thomas",male,30.8,0,2,SOTON801484,16.55,C42,S
763,0,2,"Taylor, Mr. William",male,,1,0,A/204940,37.81,nan,S
764,0,3,"White, Mr. William",male,25.2,0,0,596063,,nan,S
765,1,1,"Johnson, Mrs. Bertha",female,,0,0,76614,41.98,C94,S
766,0,3,"Taylor, Mr. John",male,,0,1,PC750567,2.56,A144,S
767,0,3,"Thomas, Mr. Charles",male,,0,0,A/232673,24.67,G118,S
768,0,3,"Johnson, Mr. James",male,,1,0,SOTON451757,8.23,nan,S
769,0,2,"Davis, Rev. George",male,,0,1,SOTON375154,15.74,nan,S
770,0,3,"Wilson, Rev. John",male,21.8,1,0,CA630910,8.98,nan,C
771,0,1,"Brown, Mr. James",male,,0,1,932035,44.02,nan,S
772,1,3,"Miller, Mrs. Elizabeth",female,40.0,0,0,A/977539,20.56,D29,S
773,0,1,"Jackson, Mr. James",male,,0,0,CA931976,,nan,S
774,1,2,"Anderson, Miss Elizabeth",female,,0,1,CA28134,23.79,nan,S
775,1,3,"Johnson, Miss Mary",female,,0,0,930948,7.74,nan,S
776,1,1,"Thomas, Mr. Edward",male,,0,0,CA218129,117.37,nan,C
777,1,1,"Anderson, Miss Bertha",female,46.8,0,0,SOTON392470,0.0,nan,S
778,0,3,"Wilson, Mr. Robert",male,10.8,0,2,CA416282,0.0,nan,S
779,1,3,"Smith, Miss Minnie",female,,0,0,656355,13.25,A81,S
780,0,3,"Brown, Mr. Robert",male,26.0,0,0,SOTON561477,19.87,F49,S
781,1,3,"Jones, Miss Emma",female,19.0,1,0,A/195549,15.13,nan,S
782,0,3,"Smith, Miss Emma",female,54.3,1,0,CA814716,27.41,nan,S
783,1,2,"Johnson, Mrs. Clara",female,18.0,0,0,A/962164,24.69,nan,S
784,1,2,"Brown, Miss Anna",female,,0,0,180096,17.19,nan,S
785,1,1,"Johnson, Mr. Robert",male,,0,0,848737,131.87,D79,S
786,0,3,"Davis, Mr. Thomas",male,,2,2,SC83176,14.09,nan,S
787,0,3,"Brown, Mr. Charles",male,,0,0,CA908076,8.71,nan,S
788,0,2,"Jackson, Mr. Edward",male,34.4,0,0,SC204349,12.14,nan,S
789,1,3,"Davis, Mrs. Margaret",female,25.3,0,0,SC827860,5.82,nan,S
790,0,3,"Thomas, Mr. Robert",male,,0,0,SOTON655102,6.28,nan,S
791,1,1,"Moore, Mrs. Minnie",female,,0,2,SC700909,0.0,nan,S
792,0,3,"Miller, Mr. Charles",male,,1,0,SOTON66355,27.88,nan,Q
793,0,3,"Jackson, Miss Elizabeth",female,,0,0,PC47257,0.0,nan,C
794,0,3,"Harris, Mr. Edward",male,54.6,0,0,SOTON106866,17.35,nan,S
795,1,1,"Johnson, Mrs. Anna",female,,0,0,SOTON255559,80.39,A148,S
796,1,3,"Harris, Dr. Elizabeth",female,,0,0,A/807743,0.0,nan,S
797,0,3,"Anderson, Mr. Robert",male,39.7,1,0,PC534026,16.41,nan,S
798,0,3,"Thomas, Mr. Edward",male,,0,0,PC849664,18.23,nan,S
799,1,3,"Jackson, Mrs. Margaret",female,,1,0,PC268618,19.49,nan,S
800,0,3,"Anderson, Mr. William",male,,0,0,A/67024,0.0,nan,C
801,0,3,"Harris, Mr. George",male,,0,0,PC268766,28.03,B58,C
802,0,1,"Jones, Mr. Joseph",male,19.7,2,3,CA360510,60.32,nan,S
803,0,3,"Moore, Rev. William",male,,0,0,PC774500,20.55,nan,S
804,0,3,"Wilson, Mr. Charles",male,40.9,1,0,CA190065,21.15,nan,S
805,0,2,"Smith, Mr. Henry",male,,0,0,CA206180,30.05,nan,C
806,0,3,"Johnson, Mr. Robert",male,,1,0,CA982153,20.27,nan,C
807,0,3,"Taylor, Mr. John",male,,0,0,A/90037,8.76,E53,C
808,0,3,"Williams, Mrs. Anna",female,46.8,0,2,A/406632,0.0,nan,S
809,0,3,"Anderson, Mr. Thomas",male,,1,0,PC726783,25.85,nan,S
810,1,1,"Thomas, Mrs. Clara",female,2.5,2,2,SOTON446815,141.69,nan,S
811,0,3,"Taylor, Mr. William",male,14.4,1,0,540972,3.6,nan,S
812,0,3,"Moore, Mr. Thomas",male,,1,0,A/616839,8.57,nan,S
813,0,1,"Smith, Mr. George",male,,1,2,PC941476,131.48,nan,S
814,0,3,"Thomas, Mr. John",male,,0,0,CA440620,12.37,nan,S
815,0,3,"Harris, Mr. Charles",male,47.1,0,2,A/7309,19.03,nan,S
816,0,3,"Williams, Mr. Charles",male,,0,0,SOTON855758,0.0,nan,S
817,0,3,"Brown, Mr. Thomas",male,,0,2,A/144206,4.83,B78,S
818,0,2,"Taylor, Mr. Joseph",male,4.5,0,0,122840,14.76,nan,S
819,1,1,"Taylor, Miss Ida",female,40.6,0,0,PC522228,149.7,nan,S
820,0,2,"Thomas, Mr. George",male,,0,0,A/631273,31.83,nan,S
821,0,3,"Johnson, Mr. Charles",male,35.9,1,0,CA950731,24.94,nan,S
822,1,1,"Smith, Mrs. Mary",female,,0,0,SC935112,0.0,nan,S
823,0,2,"Jackson, Mr. Robert",male,,0,0,SOTON208041,20.74,nan,Q
824,0,2,"Williams, Mr. James",male,44.6,0,0,SOTON655735,21.47,G50,S
825,1,3,"Davis, Mrs. Anna",female,38.2,1,0,SOTON635936,11.15,nan,S
826,0,3,"Davis, Mr. Edward",male,28.2,1,1,PC471640,19.64,nan,S
827,1,2,"Moore, Mrs. Alice",female,,0,0,SC20734,33.25,nan,C
828,1,2,"Davis, Miss Mary",female,,0,0,SOTON837987,12.28,nan,S
829,0,3,"White, Mr. William",male,,0,0,SC803689,26.06,nan,S
830,0,3,"Thomas, Mr. Henry",male,53.1,0,0,A/228926,2.39,nan,S
831,0,1,"Wilson, Mr. John",male,45.0,0,0,CA428900,102.69,nan,S
832,0,3,"Thomas, Mr. Joseph",male,,0,0,SOTON921363,5.03,nan,C
833,0,1,"Harris, Mr. Thomas",male,,0,2,PC360536,0.0,nan,S
834,1,1,"White, Miss Elizabeth",female,11.9,0,1,SOTON560107,108.3,nan,C
835,0,3,"Brown, Mr. Charles",male,,2,0,467966,21.03,nan,C
836,0,2,"Miller, Mr. William",male,,2,0,PC566992,26.57,nan,S
837,1,3,"Johnson, Miss Alice",female,3.8,0,0,CA847811,13.47,nan,S
838,1,2,"Thomas, Mrs. Margaret",female,,0,0,SOTON982460,4.52,nan,S
839,0,3,"Thomas, Dr. Edward",male,,0,0,CA792706,0.0,nan,C
840,0,3,"Jackson, Mr. George",male,,0,0,A/437850,36.34,nan,S
841,0,1,"Wilson, Mr. Joseph",male,13.1,2,0,767032,0.0,nan,Q
842,0,3,"Williams, Mr. James",male,,0,0,A/119724,0.0,nan,S
843,0,1,"Wilson, Mr. Edward",male,,1,0,PC586760,67.99,F122,S
844,0,3,"Johnson, Mr. Robert",male,27.3,0,2,A/71904,13.37,nan,C
845,1,1,"Moore, Miss Ida",female,19.4,3,0,CA308479,42.93,nan,S
846,0,2,"Anderson, Mr. James",male,,0,1,CA76927,,nan,S
847,0,1,"Miller, Mr. Charles",male,,1,4,A/842254,,nan,S
848,0,3,"White, Mr. Henry",male,23.2,0,0,SC4608,16.28,nan,S
849,0,3,"Harris, Mr. Joseph",male,,0,0,SOTON106182,17.95,nan,S
850,1,3,"Anderson, Mrs. Clara",female,36.9,0,0,A/448717,11.85,nan,nan
851,1,1,"Williams, Miss Margaret",female,,0,3,PC552834,54.17,E59,S
852,1,3,"Thomas, Miss Ida",female,28.0,2,3,A/101804,0.0,nan,Q
853,0,1,"Williams, Mr. John",male,,2,0,SOTON849928,39.52,nan,Q
854,0,3,"Taylor, Dr. Robert",male,3.3,1,0,A/698706,,nan,S
855,1,1,"Harris, Mr. James",male,,0,1,PC306167,86.64,F18,C
856,0,1,"Miller, Dr. George",male,,1,0,A/68082,0.0,F141,S
857,0,1,"Williams, Mr. James",male,,0,1,A/376497,156.23,nan,S
858,0,3,"Miller, Miss Anna",female,28.8,0,2,CA183387,14.73,nan,S
859,0,3,"Miller, Mr. Edward",male,,0,0,SC129470,16.09,nan,Q
860,1,1,"Harris, Mr. Henry",male,5.8,0,0,PC455887,135.16,nan,Q
861,0,3,"Harris, Mr. Edward",male,50.9,0,0,SC585814,,nan,S
862,0,3,"Brown, Mr. Thomas",male,,0,0,CA647155,25.7,nan,S
863,0,3,"Smith, Mr. John",male,36.2,0,0,SC872038,39.04,E126,S
864,1,2,"Thomas, Mrs. Margaret",female,,1,1,SC269210,36.03,nan,S
865,1,2,"Anderson, Miss Bertha",female,,0,2,PC777827,19.9,E41,S
866,1,3,"Johnson, Miss Anna",female,,0,2,PC9583,8.52,nan,S
867,0,1,"Jackson, Mr. Charles",male,,0,0,CA154676,92.35,nan,C
868,0,1,"Wilson, Mr. Henry",male,41.9,0,1,SC324573,57.08,nan,S
869,0,3,"Wilson, Mr. Thomas",male,,0,0,PC613681,6.49,nan,Q
870,0,3,"Anderson, Dr. Edward",male,28.6,0,0,974015,30.11,nan,S
871,1,2,"Jones, Miss Ida",female,,0,0,301106,28.05,nan,S
872,0,2,"Williams, Rev. Charles",male,,1,0,908842,38.1,nan,C
873,0,3,"Miller, Mr. Edward",male,,0,2,SC583708,25.17,nan,C
874,0,2,"Taylor, Mr. James",male,20.1,1,0,SOTON869445,37.14,nan,S
875,0,1,"Anderson, Mr. Joseph",male,20.0,0,0,PC644300,37.05,nan,S
876,1,1,"Wilson, Mrs. Elizabeth",female,,0,0,CA121198,34.61,nan,Q
877,0,3,"Williams, Mr. John",male,,1,0,PC677819,12.87,nan,S
878,0,3,"Davis, Mr. Thomas",male,,0,0,406770,,nan,S
879,0,1,"Wilson, Mr. John",male,24.8,0,0,SOTON210176,142.94,nan,S
880,0,1,"Anderson, Mr. Edward",male,0.5,1,0,A/701375,66.69,G95,C
881,1,1,"Anderson, Miss Anna",female,24.8,0,0,CA253570,0.0,B48,C
882,1,3,"Brown, Miss Minnie",female,,1,1,A/530593,20.28,nan,Q
883,1,1,"Thomas, Miss Ida",female,7.2,0,0,SC951244,108.96,G135,S
884,1,1,"Williams, Miss Mary",female,12.7,1,0,A/942622,0.0,C135,S
885,0,3,"Jackson, Mr. Robert",male,,0,0,A/174403,15.7,G136,S
886,1,1,"Miller, Miss Clara",female,48.6,0,0,SC672577,92.65,nan,C
887,0,3,"Wilson, Mr. John",male,,0,0,112045,6.09,nan,S
888,0,1,"Johnson, Mr. James",male,,0,0,A/783842,0.0,nan,S
889,1,1,"Davis, Miss Ida",female,36.4,0,2,898339,160.13,nan,S
890,0,2,"White, Mr. Henry",male,,0,0,SOTON575203,14.38,nan,S
891,1,3,"Williams, Mrs. Ida",female,,0,1,PC714601,2.74,nan,C
